,0MC_1,0MC_2,0MC_3,2MC_1,2MC_2,2MC_3,4MC_1,4MC_2,4MC_3,6MC_1,6MC_2,6MC_3,10MC_1,10MC_2,10MC_3,14MC_1,14MC_2,14MC_3,0MI_1,0MI_2,0MI_3,2MI_1,2MI_2,2MI_3,4MI_1,4MI_2,4MI_3,6MI_1,6MI_2,6MI_3,10MI_1,10MI_2,10MI_3,14MI_1,14MI_2,14MI_3,0PC_1,0PC_2,0PC_3,2PC_1,2PC_2,2PC_3,4PC_1,4PC_2,4PC_3,6PC_1,6PC_2,6PC_3,10PC_1,10PC_2,10PC_3,14PC_1,14PC_2,14PC_3,0PI_1,0PI_2,0PI_3,2PI_1,2PI_2,2PI_3,4PI_3,4PI_2,4PI_3,6PI_1,6PI_2,6PI_3,10PI_1,10PI_2,10PI_3,14PI_1,14PI_2,14PI_3
(+)-Catechin_[M]+_290.0789_2.34069,1880878707.00,153647529.00,1167051199.00,2031926705.00,1528959163.00,1757476923.00,1655623265.00,7103668912.00,22968.03,5389601276.00,1084046415.00,1126221789.00,1579374912.00,1387664981.00,23452.22,20855095.00,4999360603.00,23649.78,509793.90,739527.90,748494.20,582773.90,371039.50,257710.60,262663.00,232032.10,178738.30,107981.10,115781.50,9014957608.00,561758.20,200115.70,287503.40,652087.10,1048964.00,981425.80,20176051.00,5676260038.00,1920782767.00,5622816641.00,9519040218.00,1063210827.00,1844884092.00,24544.19,49577.73,1540973166.00,1241615891.00,7563515549.00,2018137882.00,1486897326.00,1067459762.00,3225165585.00,1024801554.00,2222527448.00,1642050.00,6835765415.00,609921.60,878615.70,1258970776.00,807410.50,294313.00,514865986.00,175095.20,309070.90,280174.70,367045.60,456007.00,1915160.00,1676246.00,651368.00,1597400.00,1556231.00
palmitic acid (16:0)_[M]+_256.2379_16.40389,476199.40,25622.20,22409.24,5961582798.00,1575116737.00,26452.96,136295.80,1462455832.00,26703.48,159972087.00,1693022792.00,5116269523.00,1098260.00,134292508.00,8257433681.00,1868285288.00,6988804083.00,1297336639.00,650431.40,573191.50,329641.20,719120.20,1143292.00,723673.40,466796.00,1079686.00,9912411903.00,754692.70,1019673.00,617372.90,1427240.00,888683.20,430274.80,3151672271.00,807294.30,457714.20,4455606206.00,2131025495.00,22298.39,8983910837.00,24082.97,26813.08,1716707591.00,135686.60,21672.54,3298058562.00,284272.80,23595.65,41344.13,2100267272.00,1461906384.00,1422715188.00,4658926282.00,7302175841.00,611268.80,1155156154.00,798117.30,995359.90,1912217595.00,579684.80,546142.20,27072.96,2188513134.00,734725.90,7624516983.00,1106725.00,1546057.00,860030.20,795348.80,1102764.00,808501.70,572829.90
kaempferol-3-O-rhamnose_[M+H]+_433.1158_47.88103,5688879735.00,4105568465.00,2164074123.00,343765572.00,9895393823.00,1148543876.00,5253620533.00,2140886714.00,1379126475.00,1915477565.00,933031492.00,1866273627.00,144330212.00,3861561418.00,1480520979.00,2003269249.00,1307714046.00,1349400018.00,252242.40,319963.00,309627.00,233388.60,102545.40,162775.00,197670.00,159104.00,47546.23,180091.80,297034.90,182039.10,261941.70,300690.80,175666.30,199030.30,348643.40,287363.00,6673305468.00,6671444987.00,1926274356.00,5221147076.00,9045978483.00,1801687957.00,2230825574.00,1288034177.00,1428289566.00,1739583658.00,9371137535.00,1501442749.00,64798283.00,23893.10,2162453641.00,1767071444.00,1694194996.00,3068609222.00,213388.20,1581785518.00,277600.20,366430.40,8597328059.00,293599.70,230741.40,2012224707.00,43119.05,208318.10,335581.00,353455.80,313762.00,150272.40,1739363033.00,338158.00,188187.50,17151635.00
unknown_171.0626_7.446861,21719.74,8243851623.00,466510.90,628673774.00,4379966632.00,3973377303.00,124288.90,2093446116.00,173856.00,6297977423.00,2174109749.00,105260.20,1235644706.00,2021265233.00,211458.50,381850.20,474690.20,146028.80,26005.96,79282.13,67681.45,111212.00,76279.90,156954.40,42557.16,31723.75,146340.20,39658.57,21007.45,1141078055.00,25766.59,37965.38,1262399708.00,1998908428.00,6508680779.00,4251308875.00,1110830541.00,23904.29,6352371588.00,186292.70,8955476489.00,148834.50,5093125101.00,101229.90,227293.90,27229.95,78257.04,147755.60,34951.21,83507.32,61726.64,1266839049.00,245092.00,25542.83,4260495536.00,1820235714.00,27042.52,1193013185.00,8940399278.00,24125.55,2211348178.00,42544.98,1460953842.00,8209294359.00,8217448703.00,7499140142.00,49401.97,1708293734.00,48962.09,36189.31,64201.97,49080.50
Quercetin_[2M+H]+_605.0942_25.14126,1821743256.00,1399653238.00,1830387307.00,9845721156.00,7402055062.00,8917367784.00,1644269796.00,1024397501.00,2102238741.00,1635529579.00,2210327629.00,3500079149.00,4879596116.00,5710805129.00,22640.39,1303228501.00,1856709644.00,1342068109.00,225463.00,246736.80,247542.70,4797646583.00,97034.34,27587.24,174105.30,1887562333.00,44608.20,175372.40,214056.00,126215.00,193401.00,164304.50,93941.75,149059.80,188318.20,137429.20,1990921334.00,3543909878.00,1376775959.00,8078930555.00,2503968085.00,1187473311.00,205722833.00,188451968.00,1003038761.00,8927697893.00,2844024125.00,1171555524.00,1117626479.00,1197100395.00,7003148005.00,8443621304.00,1223076353.00,8607827484.00,261758.70,7065362083.00,192742.50,295084.10,7280340863.00,261624.80,174079.00,1013345091.00,134061.20,222498.40,193395.40,190086.10,253083.80,216048.00,154785.10,199317.20,183596.30,168101.80
unknown_160.0948_20.15479,5448216093.00,1745549005.00,24977.90,1179340083.00,23110.32,24942.29,2171453109.00,110481.70,706596.00,22299.00,64870.80,22757.24,365510.60,1920820608.00,38681.54,24309.75,6498316904.00,26836.04,58591.88,27839.78,23229.61,53315.96,37411.18,27316.07,25915.20,2174788007.00,25982.36,1219301838.00,23609.39,23016.38,24004.83,3262010213.00,24879.24,1042147108.00,31962.87,24766.01,25327.47,25876.37,24299.01,26269.02,9492812155.00,27426.65,124805.70,544133.50,25274.91,2009704491.00,662809.80,25451.21,1753072708.00,33933.45,33189.58,1838077927.00,7995599443.00,157410.20,34646.28,21270.73,26626.35,28023.13,1242535972.00,5161187788.00,5617585033.00,20057.46,1031659089.00,22535.89,1204457719.00,23024.67,1396254314.00,2183896076.00,22521.62,23621.62,54227.57,21574.60
unknown_225.0155_4.432354,2078977385.00,181497085.00,1829041698.00,1023363971.00,9492783599.00,2996351466.00,1939523324.00,5380057242.00,7929993494.00,3082074138.00,1933297641.00,1932320722.00,1727961636.00,2038267455.00,3794540953.00,130373922.00,9006071651.00,1003236755.00,46477.38,279028.40,187592.90,1163208559.00,157060.80,252643.80,108954.10,162305.60,235917.00,109253.90,210484.40,115488.70,165429.90,224531.90,167501.90,86778.51,108176.90,4025503161.00,1121780264.00,8083049755.00,1743898078.00,1417185241.00,1372643869.00,5085457206.00,1436300748.00,111800244.00,5460762519.00,6869280731.00,146453782.00,1642819007.00,1514744236.00,8914025846.00,1710127246.00,6820888431.00,1568293986.00,1258746326.00,55330.78,6964548902.00,106904.30,181390.60,6609230129.00,58236.20,202676.40,1298179609.00,150186.10,143946.90,102750.90,149264.30,104435.60,43771.89,52151.97,158771.80,176091.90,201690.90
unknown_383.0744_64.34344,7829945308.00,2079251105.00,1616264252.00,1958408477.00,6046573697.00,6910705603.00,1929265635.00,1709016162.00,9186721298.00,1871942146.00,8700228389.00,1746585056.00,5101520344.00,1565242353.00,6237042528.00,1912666813.00,1928621312.00,7925046437.00,178773.30,1304603153.00,160434.20,263891.70,169088.70,171340.90,135642.00,213149.20,251380.80,176169.60,629847.60,860779.80,1185163489.00,525590.80,772548.30,93344.77,832382.80,978483.80,6197023358.00,1659195597.00,2136214005.00,220612923.00,2210521338.00,1587281781.00,2356255783.00,9822000884.00,23451.77,1365855169.00,1932889084.00,1117456117.00,3351634466.00,1499968664.00,1770578501.00,7145113944.00,2443559555.00,1418036266.00,5743689752.00,7717929503.00,6270180479.00,1798904748.00,8190950183.00,1202112123.00,76392.62,2377491438.00,787289.70,122458.50,347296.20,649970.40,175659.30,573022.40,1240071.00,26454.24,687824.00,976791.20
2-Methoxymedicarpin_[2M+H]+_601.2112_23.81382,4398289887.00,1735448452.00,3352836137.00,1159002236.00,4408548658.00,2101076938.00,23019.38,1698790761.00,2202217031.00,3100840551.00,1017362515.00,1496802823.00,8297100461.00,24769.92,4434679436.00,7800262498.00,1375314379.00,1149522477.00,231206.00,83712.72,147932.40,184715.80,135842.60,139056.20,61008.25,131500.30,73717.46,90328.52,64502.97,1108870612.00,421283.70,20254337.00,91649.56,343610.30,6206945026.00,1592379956.00,119458779.00,1579261385.00,205736489.00,23942.84,4919688393.00,3325253556.00,5999379091.00,3334751274.00,1797358019.00,491007648.00,614340131.00,2110379862.00,1558498695.00,9855773768.00,8174483654.00,1756181347.00,1478981055.00,1211698594.00,240716.70,1490677962.00,312910.50,348542.50,36814.57,308214.60,163118.50,2233708013.00,262684.10,356940.00,175447.20,369628.50,184638.60,201693.30,209869.20,297672.50,122104.50,141243.30
phenylalanine_[M+H]+_166.0861_4.022616,5617325907.00,24867.48,45616.53,2111101788.00,1838380108.00,6740912682.00,56250.68,1657000811.00,2115479075.00,59388.55,5518962459.00,1119088281.00,41843.85,1622400445.00,4364200815.00,1980889286.00,2217516047.00,9121865576.00,170461.30,110606.30,53086.42,180104.50,162255.40,181635.00,109475.90,274177.30,219425.50,110646.70,197856.10,81601.77,169477.50,39982.55,4192188085.00,74241.84,1366456627.00,1941305272.00,1284728903.00,1568057697.00,8609216213.00,4634572706.00,792161164.00,1472357922.00,22696.36,6326766421.00,24596.27,1853164145.00,113703.70,6482878328.00,2886319795.00,2972697083.00,1309002492.00,1126974773.00,1336302729.00,7047130539.00,1271081909.00,1926416144.00,34764.86,1258801192.00,7809017414.00,4586508171.00,96144.44,24041.77,213444.40,180998.20,99760.18,123422.90,82797.89,23751.03,1470270591.00,114089.70,1986139558.00,1262589225.00
unknown_289.2739_65.43459,1378234247.00,1089065331.00,147568932.00,1426702563.00,9618335046.00,661177456.00,21702.03,1663802612.00,1513810451.00,1315960271.00,1754935661.00,4877024844.00,1993213577.00,5143082621.00,7312157933.00,9121880108.00,4557214382.00,2417239425.00,108304.10,78140.18,249893.00,44722.90,479913447.00,153774.40,97629.22,23478.34,159429.90,1851988617.00,211037.20,1457261448.00,515069.80,48159.91,157071.30,443741.60,23002.24,357878.20,9235388045.00,139285246.00,3638699982.00,1693771664.00,5956445856.00,141836541.00,1708894949.00,1692845106.00,13477.54,2126253906.00,1879640806.00,8424526606.00,2116300359.00,9826002402.00,4101665625.00,5839099796.00,1474729131.00,3564506847.00,141926.20,1704276163.00,1704869211.00,523789.50,1409956794.00,127131.30,705881.20,1938174524.00,26849.20,414792.00,101334.90,590477.80,207064.50,93043.48,539040.40,141358.40,63390.82,8715566756.00
unknown_203.0531_40.40796,187005.00,975116346.00,1160216682.00,2142582571.00,19861487.00,7448553707.00,8198033576.00,2369684398.00,2211060459.00,308016.80,1975111659.00,1278836421.00,111698.20,128876465.00,1969519152.00,131661.00,1850657808.00,1028848013.00,364843.00,481337.50,421778.10,439406.00,255029.20,347715.60,173230.90,324662.10,293024.60,290327.80,108706.20,78605.87,323992.10,101854.20,161871.90,425894.40,838315381.00,2646821234.00,330297241.00,8374975839.00,1782516976.00,1982920723.00,652148438.00,5130110543.00,25998.74,178107355.00,1843413212.00,3662494996.00,1582958259.00,36564.14,1983108068.00,122520332.00,1720854421.00,23063.20,1297608367.00,3414377689.00,389463.20,1959450977.00,437721.90,386089.50,1486510421.00,446999.20,230387.90,137635748.00,275063.40,247656.90,197855.60,226485.50,306006.00,1748479352.00,23712.31,238523.60,8806039388.00,1096551175.00
unknown_617.1425_57.94861,1058856485.00,9995584545.00,2176768836.00,5385172417.00,8751667241.00,1044939427.00,8259830102.00,1524808123.00,1715578951.00,8191773448.00,2044184098.00,2733653563.00,1915912966.00,1813562326.00,1053963697.00,8139500636.00,1512058566.00,1008728874.00,36044.06,1562155331.00,119280933.00,2213037158.00,1521103839.00,51781.70,130279.20,47765.46,9693816003.00,181703.80,209873.10,113513.30,52411.09,147195.30,135454.80,118800.20,235020.90,137310.10,1572247204.00,2016853946.00,2546353226.00,1056487281.00,4214709223.00,4076861648.00,1802112291.00,6567516761.00,1906547339.00,2565397734.00,8474453729.00,2544970215.00,1152184285.00,15898.98,3437791048.00,1638716949.00,2035771951.00,3063905162.00,3197799112.00,1949155063.00,9947287686.00,1679884075.00,2219548679.00,27518.73,7057859563.00,6028103597.00,363264.50,55043.54,77137.07,78024.24,25528.53,415360.80,500847.70,43847.48,446000.20,415168.20
ep JA (oxo-phytodienoic acid)_[M]+_292.2021_14.18141,7867435506.00,6853745356.00,1451943886.00,1512641778.00,172068655.00,1450169569.00,1532566935.00,1036420928.00,753274032.00,1804907463.00,1249012338.00,1501553903.00,9003368131.00,9034909029.00,9037728025.00,1669305308.00,23648.60,1233028245.00,198737.70,126269.80,2136007193.00,237185.00,225112.60,240910.30,179924.70,208889.50,182239.90,186030.30,275480.30,228537.00,342008.50,187044.80,218672.70,187403.70,977519562.00,69398.16,1133710436.00,7122109181.00,3553266445.00,3555262668.00,5114225862.00,3721689872.00,2332380381.00,2577441036.00,1045350112.00,2776391583.00,5999569706.00,2158593913.00,1519994308.00,8840113493.00,1849912598.00,3645567132.00,142289268.00,22262.91,62483.34,3865720462.00,170640.00,255225.20,2112754291.00,142765.00,170682.20,7215576386.00,179079.70,218751.30,247063.10,238947.50,377841.10,2093115746.00,118196201.00,277429.30,159692.00,129452.40
unknown_431.0927_25.86627,1858755562.00,1137651328.00,1790524373.00,6467042208.00,8877142824.00,5644126971.00,1337733563.00,4746580999.00,1481901232.00,1127073991.00,1339806284.00,1341411375.00,7114822283.00,221136697.00,4009822152.00,3463877256.00,5569574718.00,1801875506.00,99649.34,35206.92,37145.52,82429.22,43186.82,1984492652.00,42232.92,7038314309.00,47705.27,50137.33,26768.50,36421.19,67756.12,102624.90,40332.75,107495.70,103745.40,155441.80,8529803346.00,1335812425.00,32253.48,181421712.00,1005420967.00,3347056232.00,1050958897.00,8391666247.00,2171677834.00,4837504841.00,3421200017.00,967628286.00,2185312381.00,8910264526.00,6733097543.00,26286.04,1175801924.00,1587993536.00,92531.85,190214745.00,160611.50,131365.10,7838090974.00,85045.37,6726390462.00,1037574568.00,1932426421.00,172545.20,48551.76,166066.70,125173.60,138228.60,61901.98,154350.70,1511155.00,1984209337.00
Scopoletin_[M+H]+_193.0503_20.43515,64188.08,41409.00,134523.10,23616.19,1808832799.00,146733.00,143824.80,44002.99,5462541487.00,147062.00,3330716139.00,315078.10,34893.28,36742.64,23223.08,38270.64,297334.30,1567963509.00,1750746568.00,6562322651.00,5990130887.00,1096053389.00,63872.22,1539174011.00,1314532647.00,49212.96,3920511129.00,52663.01,49433.19,73345.30,1854845127.00,1432262418.00,1189512424.00,1254766081.00,6807859677.00,8730341325.00,11428.03,21847.47,26937.68,1066057916.00,100995.90,133770.70,20609.24,25529.15,281087.70,2556602172.00,1411691821.00,21575.66,2806837991.00,24493.24,23306.17,115348.40,23595.86,30747.85,46122.43,2146820863.00,23101.15,26414.88,25940.90,9710506395.00,37407.96,366037.30,5880093478.00,24727.57,1649351128.00,141147968.00,22320.60,1653654142.00,1847445316.00,22208.56,5642614148.00,2024802072.00
Salicylic acid_[M]+_138.0312_41.24615,1309370968.00,1142713977.00,1015250302.00,1502990054.00,1689281893.00,1884210742.00,1765989485.00,220409174.00,6611179823.00,1095335632.00,2012866899.00,1252315946.00,1361658053.00,2013481389.00,2167709038.00,3219561741.00,1064442353.00,1951392309.00,6611782652.00,143978.50,149489.30,126626.10,27494.01,64895.03,1963470301.00,91884.43,102301.00,1872576377.00,876461.30,974776.20,68463.93,714482.20,1043668.00,95968.04,2984809.00,4143187.00,1452668427.00,6662366139.00,20053.63,2601620721.00,5450793935.00,4535927634.00,4900920532.00,1854426782.00,21695.54,1437307413.00,7078035465.00,1891874147.00,1682941474.00,1680940494.00,8588382815.00,206065804.00,5808368031.00,1040009194.00,157265.80,1723130953.00,182896.60,162966.00,4317809852.00,126326.10,9405103939.00,221524423.00,181664.20,94955.40,514241.10,797089.30,153334.40,1382634.00,1328496.00,123346.50,1815955.00,1890940.00
unknown_325.0287_22.63253,1229858698.00,1829222056.00,24478.08,1555189875.00,8443210122.00,139398.60,8225245064.00,1842526344.00,153590.20,152100.20,1007634481.00,89777.09,356660.10,10075.97,25287.46,1355670379.00,8928234686.00,1167659014.00,26699.55,1180995513.00,48710.48,42246.82,1246792461.00,39637.82,60911.55,23271.08,39570.02,24945.08,122310.00,1663842442.00,21732.37,94351.68,22967.37,27125.90,40799.52,1338299336.00,802226204.00,109742.00,7960696924.00,1959189302.00,94053.78,106253.30,2064310732.00,358505.80,1882057189.00,1156628157.00,339391.80,1603370687.00,185030617.00,312134.00,1455875718.00,104739.60,1144810507.00,509387.40,28927.93,1957611468.00,36216.16,21132.76,2057304244.00,22108.56,58965.57,301284.50,24844.01,65090.36,26406.28,85878.88,23055.70,128336.70,62156.05,1935096629.00,111790.40,26618.04
unknown_211.1071_3.177388,36172.88,24862.30,23647.17,21252.43,4832842154.00,39930.63,394663.30,407393.20,27077.10,523614.50,433892.60,40728.54,2036316977.00,351360.50,22798.40,232682.20,308590.80,42146.86,3397139572.00,24534.09,27572.37,1554591889.00,1903165212.00,20832.40,50116.04,1868992958.00,24999.69,141256.80,9168541762.00,132803.20,123965.40,3645334604.00,28525.44,1106213069.00,110209.10,209389.40,22853.70,2796860493.00,1896631741.00,25060.42,1943541956.00,21379.26,146772.60,186114.10,23587.19,256727.80,293690.00,1133800436.00,23993.49,1168618387.00,21440.96,4971652196.00,1637541519.00,2534138028.00,3835033136.00,1508195191.00,3707232635.00,36655.50,59523.32,3181610334.00,116960.30,1277432377.00,22184.23,1778134219.00,4054366008.00,78674.16,20739.62,149649.40,111018.00,7945538766.00,299090.70,207764.20
Indole-3-carboxaldehyde_[2M+H]+_291.1142_25.4544,173435.80,1778221486.00,129247.40,1521155294.00,1768323531.00,568878.80,21447.12,39767.90,198413.50,87545.19,21013.46,1260523477.00,308465.60,25240.39,9115726077.00,5693324332.00,128173.80,49147784.00,56540.28,23076.54,24101.33,9204456663.00,50152.47,37126.32,1049486226.00,96969.76,4322382011.00,26542.42,142108.50,24802.90,1145181346.00,23999.08,7942915535.00,1516517962.00,106881.00,1351988909.00,330749.50,22870.66,130381616.00,25627.53,1182624396.00,25559.98,7166357223.00,367051.30,1757304823.00,24261.17,370081.00,21558.85,1748240152.00,276590.30,23317.96,22368.93,64476.82,1568027896.00,20614.20,1447023596.00,26551.44,22743.47,61820.67,24701.76,1181037155.00,7290578629.00,81221.13,8656022489.00,136898.10,81061.10,1622451366.00,62731.84,2153186664.00,21357.14,130005.60,50046.28
Dopamine_[2M+H]+_307.1674_20.10488,1227971.00,30304.10,1504177.00,1531049.00,212381214.00,1309317.00,1045740.00,3915372098.00,2653689.00,1190138.00,4601365337.00,919818.20,3655853.00,823485.80,1889313383.00,44430.31,1189001.00,1028325354.00,22295.43,38385.67,34973.60,40951.18,25548.48,31311.18,75521.35,42696.45,91121.06,67630.86,25460.96,6755396617.00,24256.97,24972.20,39677.79,53939.21,6507217483.00,23644.71,5240741416.00,433054.50,1311414844.00,1421058659.00,481731.70,405772.80,1918523593.00,1164132.00,570337.70,22398.31,1487532.00,387233.20,307617.50,1097211986.00,213368.40,345684.20,3675577928.00,2198017.00,1400159346.00,620894.00,8920935647.00,2065043496.00,6458708045.00,8402676645.00,5727811018.00,797800.80,1843395439.00,1625727164.00,9536122449.00,1995560419.00,1866665426.00,38959.57,7019009268.00,1412020398.00,25531.98,1115011221.00
unknown_267.0651_42.83254,2051974098.00,1441488495.00,9673596764.00,5700244368.00,7328395436.00,125068494.00,4609319141.00,3659436728.00,1521716138.00,1962160592.00,2012727085.00,3411791526.00,2033862648.00,7180192274.00,23865.17,7252078362.00,1341081833.00,121671.20,1896971706.00,7175436627.00,5594970658.00,74121.91,67680.62,78838.41,9786061738.00,27581.39,130281.30,26087.95,393977.40,557251.40,1234866153.00,306082.80,351799.60,2008242672.00,669039.90,654096.30,4552855757.00,8688413409.00,207131345.00,2176408499.00,2045131536.00,2136463659.00,5813370201.00,1883248664.00,5315635971.00,5493344972.00,2145754769.00,7340080654.00,4270486194.00,40230.04,1828646675.00,1870520143.00,17477.95,4026705663.00,125138.30,23258.35,43461.84,85061.35,1232399788.00,134001.50,9143786651.00,1007855421.00,168091.50,86530.47,229618.20,277395.40,172538.50,300313.80,442280.50,92889.00,334332.90,497772.80
